bigg_id,name,reaction_string,ec_numbers
r0331,"5,6-Dihydrothymine:NAD+ oxidoreductase Pyrimidine metabolism EC:1.3.1.1",h_m + nadh_m + thym_m <-> 56dthm_m + nad_m,1.3.1.1
r0354,Glycolysis / Glyconeogenesis EC:2.7.1.1,glc__D_c + itp_c <-> g6p_c + h_c + idp_c,2.7.1.1
r0383,"Pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-acetylating) EC:1.2.4.1",h_m + lpam_m + pyr_m <-> HC00682_m + co2_m,1.2.4.1
r0390,Isomaltose 6-alpha-D-glucanohydrolase Starch and sucrose metabolism EC:3.2.1.10,HC00229_e + h2o_e <-> 2.0 glc__D_e,3.2.1.10
r0393,D-Glyceraldehyde:NAD+ oxidoreductase Glycerolipid metabolism EC:1.2.1.3,glyald_m + h2o_m + nad_m <-> glyc__R_m + 2.0 h_m + nadh_m,1.2.1.3
r0402,Tetrahydrobiopterin:NADP+ oxidoreductase Folate biosynthesis EC:1.1.1.153,HC01254_c + h_c + nadph_c <-> nadp_c + thbpt_c,1.1.1.153
r0423,Isocitrate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42,icit_m + nadp_m <-> HC01434_m + h_m + nadph_m,1.1.1.42
r0424,Isocitrate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42,icit_x + nadp_x <-> HC01434_x + h_x + nadph_x,1.1.1.42
r0450,L-2-Aminoadipate:2-oxoglutarate aminotransferase Lysine biosynthesis / Lysine degradation EC:2.6.1.39,L2aadp_m + akg_m <-> 2oxoadp_m + glu__L_m,2.6.1.39
r0451,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) Lysine degradation EC:1.2.4.2,2oxoadp_m + h_m + lpam_m <-> HC01712_m + co2_m,1.2.4.2
r0463,"(S)-3-Hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA-acetylating) Synthesis and degradation of ketone bodies / Valine, leucine and isoleucine degradation / Butanoate metabolism EC:2.3.3.10",coa_x + h_x + hmgcoa_x <-> aacoa_x + accoa_x + h2o_x,2.3.3.10
r0466,Alpha-Aminobutyryl histidine hydrolase Urea cycle and metabolism of amino groups EC:3.4.13.3,HC00576_c + h2o_c <-> 4abut_c + his__L_c,3.4.13.18; 3.4.13.20; 3.4.13.3
r0525,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase; N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-glutamate-forming) Lysine degradation EC:1.5.1.9",h2o_m + nad_m + saccrp__L_m <-> L2aadp6sa_m + glu__L_m + h_m + nadh_m,1.5.1.9
r0548,Aldehyde:NADP+ oxidoreductase Phenylalanine metabolism EC:1.2.1.5,h2o_m + nadp_m + pacald_m <-> 2.0 h_m + nadph_m + pac_m,1.2.1.19; 1.2.1.5
r0556,Succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase Citrate cycle (TCA cycle) EC:2.3.1.61,dhlam_m + succoa_m <-> HC00695_m + coa_m,2.3.1.61
r0557,Glutaryl-CoA:dihydrolipoamide S-succinyltransferase Lysine degradation EC:2.3.1.61,HC01712_m + coa_m <-> dhlam_m + glutcoa_m,2.3.1.61
r0558,Gentisate aldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.29,HC01522_c + h2o_c + nad_c <-> HC00460_c + 2.0 h_c + nadh_c,1.2.1.29; 1.2.3.1
r0559,Aldehyde oxidase Tyrosine metabolism EC:1.2.3.1,HC01522_c + h2o_c + o2_c <-> HC00460_c + h2o2_c + h_c,1.2.1.29; 1.2.3.1
r0571,(S)-Methylmalonyl-CoA hydrolase Propanoate metabolism EC:3.1.2.17,h2o_m + mmcoa__S_m <-> HC00900_m + coa_m + h_m,3.1.2.17
r0580,N-((R)-Pantothenoyl)-L-cysteine carboxy-lyase Pantothenate and CoA biosynthesis EC:4.1.1.30,HC01231_c + h_c <-> co2_c + ptth_c,4.1.1.30
r0596,3-hydroxyisobutyryl-Coenzyme A hydrolase (mitochondrial),3hpcoa_m + h2o_m <-> 3hpp_m + coa_m + h_m,3.1.2.4
r0604,"(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase Valine, leucine and isoleucine degradation EC:2.3.1.168",HC01376_m + coa_m <-> 2mbcoa_m + dhlam_m,2.3.1.168
r0614,N-[(R)-4-Phosphopantothenoyl]-L-cysteine carboxy-lyase Pantothenate and CoA biosynthesis EC:4.1.1.36,4ppcys_m + h_m <-> co2_m + pan4p_m,4.1.1.36
r0629,Choloyl-CoA:glycine N-choloyltransferase Bile acid biosynthesis / Taurine and hypotaurine metabolism EC:2.3.1.65,cholcoa_c + gly_c <-> coa_c + gchola_c,2.3.1.65
r0630,Choloyl-CoA:glycine N-choloyltransferase Bile acid biosynthesis / Taurine and hypotaurine metabolism EC:2.3.1.65,cholcoa_c + taur_c <-> coa_c + tchola_c,2.3.1.65
r0643,"(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase Valine, leucine and isoleucine degradation EC:1.2.1.3",2mop_m + h2o_m + nad_m <-> HC00900_m + 2.0 h_m + nadh_m,1.2.1.3
r0648,(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2,HC00955_e + glu__L_e + h_e <-> HC01577_e + h2o_e,2.3.2.2
r0650,Chenodeoxycholate:CoA ligase (AMP-forming) Bile acid biosynthesis EC:6.2.1.7,C02528_r + atp_r + coa_r <-> amp_r + dcholcoa_r + ppi_r,6.2.1.3; 6.2.1.7
r0651,Chenodeoxycholate:CoA ligase (AMP-forming) Bile acid biosynthesis EC:6.2.1.7,C02528_c + atp_c + coa_c <-> amp_c + dcholcoa_c + ppi_c,6.2.1.3; 6.2.1.7
r0679,ATP:pantothenate 4-phosphotransferase Pantothenate and CoA biosynthesis EC:2.7.1.33,HC01231_c + atp_c <-> 4ppcys_c + adp_c + h_c,2.7.1.33
r0680,ATP:pantothenate 4-phosphotransferase Pantothenate and CoA biosynthesis EC:2.7.1.33,HC01231_m + atp_m <-> 4ppcys_m + adp_m + h_m,2.7.1.33
r0686,L-1-Pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12,1p3h5c_m + 2.0 h2o_m + nadp_m <-> e4hglu_m + h_m + nadph_m,1.2.1.88
r0707,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) Folate biosynthesis EC:3.1.3.1",ahdt_e + 3.0 h2o_e <-> HC01361_e + 2.0 h_e + 3.0 pi_e,3.1.3.1
r0752,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5",34dhmald_m + h2o_m + nad_m <-> 34dhoxmand_m + 2.0 h_m + nadh_m,1.2.1.5
r0753,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5",34dhmald_m + h2o_m + nadp_m <-> 34dhoxmand_m + 2.0 h_m + nadph_m,1.2.1.5
r0775,"Formamidopyrimidine nucleoside triphosphate 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16",HC01651_c + h2o_c <-> HC01652_c + for_c + 5.0 h_c,3.5.4.16
r0777,"GTP 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16",HC01652_c + 4.0 h_c <-> HC01710_c,3.5.4.16
r0782,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing) Fructose and mannose metabolism EC:1.1.1.271",gdpddman_c + h_c + nadh_c <-> gdpfuc_c + nad_c,1.1.1.271
r0784,Xylitol:NAD oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.15,nad_c + xylt_c <-> h_c + nadh_c + xylu__L_c,1.1.1.10; 1.1.1.14; 1.1.1.15
r0788,S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103,HC00718_c + amet_c <-> HC01842_c + ahcys_c + 2.0 h_c,2.1.1.103
r0796,Ribitol:NAD+ 2-oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.56,h_c + nadh_c + rib__D_c <-> nad_c + rbt_c,1.1.1.21
r1109,Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6,cit_m <-> ac_m + oaa_m,4.1.3.6
r1257,EC:6.2.1.3,atp_r + coa_r + lnlc_r <-> amp_r + lnlccoa_r + ppi_r,6.2.1.3
r1262,EC:6.2.1.3,arachd_r + atp_r + coa_r <-> amp_r + arachdcoa_r + ppi_r,6.2.1.15
r1380,Delta24-sterol reductase Biosynthesis of steroids EC:1.3.1.72,h_r + nadph_r + zymst_r <-> nadp_r + zymstnl_r,1.3.1.72
r1384,Guanosine aminohydrolase EC:3.5.4.15,gsn_c + h2o_c + h_c <-> nh4_c + xtsn_c,3.5.4.15
HEMEAS_1,Heme A synthase,h2o_c + hemeO_c + 2.0 nad_c <-> 2.0 h_c + hemeA_c + 2.0 nadh_c,1.3
EX_14glucan_e,"1,4-alpha-D-glucan exchange",14glucan_e <-> ,2.4.1.161
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",14glucan_e <-> 14glucan_p,2.4.1.161
23PDE4pp,"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)",23ccmp_p + h2o_p <-> 3cmp_p + h_p,3.1.4.16
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",23camp_p + h2o_p <-> 3amp_p + h_p,3.1.4.16
2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c <-> amp_c + pe160_c + ppi_c,2.3.1.40
2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c <-> amp_c + pe180_c + ppi_c,2.3.1.40
3AMACHYD,3-aminoacrylate hydrolase,3amac_c + h_c + h2o_c <-> msa_c + nh4_c,3.5.1.-
3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),3hdecACP_c <-> h2o_c + tdec2eACP_c,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59; 4.2.1.60; 4.2.1.61
3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),3hddecACP_c <-> h2o_c + tddec2eACP_c,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59; 4.2.1.60; 4.2.1.61
3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),3hmrsACP_c <-> h2o_c + tmrs2eACP_c,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.59; 4.2.1.61
3HAD141,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),3hcmrs7eACP_c <-> h2o_c + t3c7mrseACP_c,4.2.1.61
3HAD181,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),3hcvac11eACP_c <-> h2o_c + t3c11vaceACP_c,4.2.1.61
3HAD40,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),3haACP_c <-> but2eACP_c + h2o_c,4.2.1.58
3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),3hhexACP_c <-> h2o_c + thex2eACP_c,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59
3HCINNMH,3-hydroxycinnamate hydroxylase,3hcinnm_c + h_c + nadh_c + o2_c <-> dhcinnm_c + h2o_c + nad_c,1.14.13.127
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,3hpppn_c + h_c + nadh_c + o2_c <-> dhpppn_c + h2o_c + nad_c,1.14.13.127
3NTD4pp,3'-nucleotidase (CMP) (periplasm),3cmp_p + h2o_p <-> cytd_p + pi_p,3.1.3.6
3NTD7pp,3'-nucleotidase (AMP) (periplasm),3amp_p + h2o_p <-> adn_p + pi_p,3.1.3.6
3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),3odecACP_c + h_c + nadph_c <-> 3hdecACP_c + nadp_c,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),3omrsACP_c + h_c + nadph_c <-> 3hmrsACP_c + nadp_c,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),3ocvac11eACP_c + h_c + nadph_c <-> 3hcvac11eACP_c + nadp_c,1.1.1.100
3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),actACP_c + h_c + nadph_c <-> 3haACP_c + nadp_c,1.1.1.100
3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),3ohexACP_c + h_c + nadph_c <-> 3hhexACP_c + nadp_c,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3ooctACP_c + h_c + nadph_c <-> 3hoctACP_c + nadp_c,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAS121,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),cdec3eACP_c + h_c + malACP_c <-> 3ocddec5eACP_c + ACP_c + co2_c,2.3.1.41
3OAS141,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),cddec5eACP_c + h_c + malACP_c <-> 3ocmrs7eACP_c + ACP_c + co2_c,2.3.1.41
3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),h_c + malACP_c + myrsACP_c <-> 3opalmACP_c + ACP_c + co2_c,2.3.1.86
3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),h_c + malACP_c + palmACP_c <-> 3ooctdACP_c + ACP_c + co2_c,2.3.1.41
3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),h_c + hdeACP_c + malACP_c <-> 3ocvac11eACP_c + ACP_c + co2_c,2.3.1.179
3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),h_c + hexACP_c + malACP_c <-> 3ooctACP_c + ACP_c + co2_c,2.3.1.86
3OXCOAT,3-oxoadipyl-CoA thiolase,coa_c + oxadpcoa_c <-> accoa_c + succoa_c,2.3.1.16; 2.3.1.174
42A12BOOXpp,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",dopa_p + h2o_p + o2_p <-> 34dhpac_p + h2o2_p + nh4_p,1.4.3.21; 1.4.3.4; 1.4.9.2; 1.4.99.4
5DGLCNR,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c <-> glcn_c + nadp_c,1.1.1; 1.1.1.69
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c <-> amp_c + myrsACP_c + ppi_c,6.2.1.20
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c <-> amp_c + ppi_c + tdeACP_c,6.2.1.20
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c <-> amp_c + palmACP_c + ppi_c,6.2.1.20
AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c <-> amp_c + ddcaACP_c + ppi_c,6.2.1.
AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c <-> amp_c + dcaACP_c + ppi_c,6.2.1.20
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c <-> h2o2_c + mthgxl_c + nh4_c,1.4.3.21; 1.4.3.4; 1.4.3.6
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",dtdp4aaddg_c + unagamu_c <-> dtdp_c + h_c + unagamuf_c,2.4.1.325
AB6PGH,Arbutin 6-phosphate glucohydrolase,arbt6p_c + h2o_c <-> g6p_c + hqn_c,3.2.1.86
ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c <-> 4abut_c + 2.0 h_c + nadh_c,1.2.1.-; 1.2.1.19; 1.2.1.3
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac_c + accoa_c <-> aacoa_c + ac_c,2.8.3.8; 2.8.3.9
ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <-> aacoa_c + coa_c,2.3.1.9
ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),accoa_c + ddcacoa_c <-> 3otdcoa_c + coa_c,2.3.1.16; 2.3.1.9
ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),accoa_c + tdcoa_c <-> 3ohdcoa_c + coa_c,2.3.1.155; 2.3.1.16; 2.3.1.9
ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <-> accoa_c + h_c + nadh_c,1.2.1.10
ACCOAC,Acetyl-CoA carboxylase,accoa_c + atp_c + hco3_c <-> adp_c + h_c + malcoa_c + pi_c,6.4.1.2
ACGAL1PPpp,N-acetyl-D-galactosamine 1-phosphatase (periplasm),acgal1p_p + h2o_p <-> acgal_p + pi_p,3.1.3.10
ACGAMK,N-acetylglucosamine kinase,acgam_c + atp_c <-> acgam6p_c + adp_c + h_c,2.7.1.59
ACGK,Acetylglutamate kinase,acglu_c + atp_c <-> acg5p_c + adp_c,2.7.2.8
ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c <-> 2ahbut_c + co2_c,2.2.1.6
ACKr,Acetate kinase,ac_c + atp_c <-> actp_c + adp_c,2.7.2.1; 2.7.2.15
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,acmum6p_c + h2o_c <-> acgam6p_c + lac__D_c,4.2.1.126
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),fad_c + hxcoa_c <-> fadh2_c + hx2coa_c,1.3.99.3
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),fad_c + occoa_c <-> fadh2_c + oc2coa_c,1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-; 1.3.99.3
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),dcacoa_c + fad_c <-> dc2coa_c + fadh2_c,1.3.99.3
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),fad_c + tdcoa_c <-> fadh2_c + td2coa_c,1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-; 1.3.99.3
ACONTa,"Aconitase (half-reaction A, Citrate hydro-lyase)",cit_c <-> acon_C_c + h2o_c,4.2.1.3
ACONTb,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",acon_C_c + h2o_c <-> icit_c,4.2.1.3
ACPS1,Acyl-carrier protein synthase,apoACP_c + coa_c <-> ACP_c + h_c + pap_c,2.7.8.7
ACS,Acetyl-CoA synthetase,ac_c + atp_c + coa_c <-> accoa_c + amp_c + ppi_c,6.2.1.1
ADA,Adenosine deaminase,adn_c + h_c + h2o_c <-> ins_c + nh4_c,3.5.4.4
ADK1,Adenylate kinase,amp_c + atp_c <-> 2.0 adp_c,2.7.4.3
ADMDC,Adenosylmethionine decarboxylase,amet_c + h_c <-> ametam_c + co2_c,4.1.1.50
ADOCBIK,Adenosyl cobinamide kinase,adocbi_c + atp_c <-> adocbip_c + adp_c + h_c,2.7.1.156
ADPRDP,ADPribose diphosphatase,adprib_c + h2o_c <-> amp_c + 2.0 h_c + r5p_c,3.6.1.13
ADSL1r,Adenylsuccinate lyase,dcamp_c <-> amp_c + fum_c,4.3.2.2
ADSL2r,Adenylosuccinate lyase,25aics_c <-> aicar_c + fum_c,4.3.2.2
AGDC,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c <-> ac_c + gam6p_c,3.5.1.25
AGMHE,ADP-D-glycero-D-manno-heptose epimerase,adphep_DD_c <-> adphep_LD_c,5.1.3.20
AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),1ddecg3p_c + ddcaACP_c <-> ACP_c + pa120_c,2.3.1.51
AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),1tdecg3p_c + myrsACP_c <-> ACP_c + pa140_c,2.3.1.51
AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),1tdec7eg3p_c + tdeACP_c <-> ACP_c + pa141_c,2.3.1.51
AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),1hdecg3p_c + palmACP_c <-> ACP_c + pa160_c,2.3.1.51
AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1odec11eg3p_c + octeACP_c <-> ACP_c + pa181_c,2.3.1.51
AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <-> acg5p_c + h_c + nadph_c,1.2.1.38
AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c <-> ade_c + rhcys_c,3.2.2.9
AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <-> fprica_c + thf_c,2.1.2.3
AIRC3,Phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <-> 5caiz_c,5.4.99.18
AKGDH,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c <-> co2_c + nadh_c + succoa_c,1.2.1.52; 1.2.4.2; 1.8.1.4; 2.3.1.61
ALAALAD,D-alanine-D-alanine dipeptidase,alaala_c + h2o_c <-> 2.0 ala__D_c,3.4.13.22
ALAGLUE,L-alanyl-gamma-glutamate epimerase,LalaDglu_c <-> LalaLglu_c,5.1.1.20
ALAR,Alanine racemase,ala__L_c <-> ala__D_c,5.1.1.1
ALCD19,Alcohol dehydrogenase (glycerol),glyald_c + h_c + nadh_c <-> glyc_c + nad_c,1.1.1.21; 1.1.1.72
ALDD19xr,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",h2o_c + nad_c + pacald_c <-> 2.0 h_c + nadh_c + pac_c,1.2.1.39; 1.2.1.5
ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",acald_c + h2o_c + nad_c <-> ac_c + 2.0 h_c + nadh_c,1.2.1.3; 1.2.1.5
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",acald_c + h2o_c + nadp_c <-> ac_c + 2.0 h_c + nadph_c,1.2.1.-; 1.2.1.4; 1.2.1.5
ALLPI,Allose 6-phosphate isomerase,all6p_c <-> allul6p_c,5.3.1.6
ALLTN,Allantoinase,alltn_c + h2o_c <-> alltt_c + h_c,3.5.2.5
ALLULPE,Allulose 6-phosphate epimerase,allul6p_c <-> f6p_c,5.1.3; 5.1.3.-
ALR2,Aldose reductase (methylglyoxal),h_c + mthgxl_c + nadph_c <-> acetol_c + nadp_c,1.1.1; 1.1.1.-
AMALT1,Amylomaltase (maltotriose),malt_c + malttr_c <-> glc__D_c + maltttr_c,2.4.1.25
AMALT2,Amylomaltase (maltotetraose),malt_c + maltttr_c <-> glc__D_c + maltpt_c,2.4.1.25
AMALT4,Amylomaltase (maltohexaose),malt_c + malthx_c <-> glc__D_c + malthp_c,2.4.1.25
AMMQLT8,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),2dmmql8_c + amet_c <-> ahcys_c + h_c + mql8_c,2.1.1.163
AMPTASECG,Alanyl aminopeptidase (cys-gly),cgly_c + h2o_c <-> cys__L_c + gly_c,3.4.11.1; 3.4.11.2; 3.4.11.23; 3.4.13.-; 3.4.13.18
ANS,Anthranilate synthase,chor_c + gln__L_c <-> anth_c + glu__L_c + h_c + pyr_c,4.1.3.27
AOBUTDs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),2aobut_c + h_c <-> aact_c + co2_c,1.1.1.381
AOXSr2,8-amino-7-oxononanoate synthase,ala__L_c + pimACP_c <-> 8aonn_c + ACP_c + co2_c,2.3.1.47
AP4AH,Ap4A hydrolase,ap4a_c + h2o_c <-> 2.0 adp_c + 2.0 h_c,3.6.1.41
APCS,Aminopropylcadaverine synthase,15dap_c + ametam_c <-> 5mta_c + h_c + na15dap_c,2.5.1; 2.5.1.16
APPLDHr,Aminopropanol dehydrogenase reversible,aact_c + h_c + nadh_c <-> appl_c + nad_c,1.1.1.75; 2.3.1.37
APRAUR,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c <-> 5aprbu_c + nadp_c,1.1.1.193
ARGSL,Argininosuccinate lyase,argsuc_c <-> arg__L_c + fum_c,4.3.2.1
ARGabcpp,L-arginine transport via ABC system (periplasm),atp_c + h2o_c + arg__L_p <-> adp_c + arg__L_c + h_c + pi_c,3.6.3.21
ASNNpp,L-asparaginase,asn__L_p + h2o_p <-> asp__L_p + nh4_p,3.5.1.1; 3.5.1.38; 3.5.5.4
ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c <-> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,6.3.5.4
ASNTRS,Asparaginyl-tRNA synthetase,asn__L_c + atp_c + trnaasn_c <-> amp_c + asntrna_c + ppi_c,6.1.1.22
ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),aso3_c + atp_c + h2o_c <-> adp_c + h_c + pi_c + aso3_p,3.6.3.16
ASP1DC,Aspartate 1-decarboxylase,asp__L_c + h_c <-> ala_B_c + co2_c,4.1.1.11; 4.1.1.15
ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c <-> cbasp_c + h_c + pi_c,2.1.3.2
ASPK,Aspartate kinase,asp__L_c + atp_c <-> 4pasp_c + adp_c,2.7.2.4
ASPO5,L-aspartate oxidase,asp__L_c + fum_c <-> h_c + iasp_c + succ_c,1.5.99
ASPO6,L-aspartate oxidase,asp__L_c + o2_c <-> h_c + h2o2_c + iasp_c,1.4.3.16
ASR,Arsenate reductase,aso4_c + 2.0 gthrd_c <-> aso3_c + gthox_c + h2o_c,1.20.4.1
ATPPRT,ATP phosphoribosyltransferase,atp_c + prpp_c <-> ppi_c + prbatp_c,2.4.2.17
BETALDHy,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nadp_c <-> glyb_c + 2.0 h_c + nadph_c,1.2.1.8
BPNT,"3',5'-bisphosphate nucleotidase",h2o_c + pap_c <-> amp_c + pi_c,3.1.3.7; 3.1.3.97
BSORy,Biotin sulfoxide reductase,btnso_c + h_c + nadph_c <-> btn_c + h2o_c + nadp_c,1.-.-.-
CAT,Catalase,2.0 h2o2_c <-> 2.0 h2o_c + o2_c,1.11.1.21; 1.11.1.6
CBIAT,Cobinamide adenyltransferase,atp_c + cbi_c + h_c <-> adocbi_c + pppi_c,2.5.1.17
CBLAT,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h_c <-> adocbl_c + pppi_c,2.5.1.17
CBMD,Carbamate deaminase,cbm_c + 2.0 h_c <-> co2_c + nh4_c,3.5.1.110; 4.2.1.104
CDAPPA120,CDP-Diacylglycerol pyrophostatase (n-C12:0),cdpdddecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa120_c,3.6.1.26
