bigg_id,name,reaction_string,kegg_reactions
CBLAT,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h_c <-> adocbl_c + pppi_c,R01492
CBMD,Carbamate deaminase,cbm_c + 2.0 h_c <-> co2_c + nh4_c,R07316
CDGS,7-deaza-7-carboxyguanine synthase,cph4_c + h_c <-> cdg_c + nh4_c,R10002
CHOLD,Choline dehydrogenase,chol_c + nad_c <-> betald_c + h_c + nadh_c,R08557
CHORS,Chorismate synthase,3psme_c <-> chor_c + pi_c,R01714
CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",ahdt_c + h2o_c <-> acald_c + cph4_c + h_c + pppi_c,R09959
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c <-> 2.0 co2_c + 2.0 h2o_c + pppg9_c,R03220
CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,2.0 amet_c + cpppg3_c <-> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,R06895
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <-> crncoa_c + ctbt_c,R10643
CRNCDH,Carnityl-CoA dehydratse,crncoa_c <-> ctbtcoa_c + h2o_c,R10675
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c <-> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,R00573
CYANSTpp,Cyanide sulfurtransferase (periplasmic),cyan_p + tsul_p <-> h_p + so3_p + tcynt_p,R01931
CYSDDS,D-cysteine desulfhydrase,cys__D_c + h2o_c <-> h2s_c + nh4_c + pyr_c,R01874
CYSDS,Cysteine Desulfhydrase,cys__L_c + h2o_c <-> h2s_c + nh4_c + pyr_c,R00782
CYSS,Cysteine synthase,acser_c + h2s_c <-> ac_c + cys__L_c + h_c,R00897
CYSSADS,L-cysteine sulfinic acid desulfurase,3sala_c + 2.0 h_c <-> ala__L_c + so2_c,R00863
CYTDH,Cytidine hydrolase,cytd_c + h2o_c <-> csn_c + rib__D_c,R02137
CYTDK2,Cytidine kinase (GTP),cytd_c + gtp_c <-> cmp_c + gdp_c + h_c,R00517
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <-> adp_c + cdp_c,R00512
CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <-> adp_c + dcdp_c,R01665
DADA,Deoxyadenosine deaminase,dad_2_c + h_c + h2o_c <-> din_c + nh4_c,R02556
DADK,Deoxyadenylate kinase,atp_c + damp_c <-> adp_c + dadp_c,R01547
DAPAL,"2,3-diaminopropionate amonnia lyase",23dappa_c + h2o_c <-> 2.0 nh4_c + pyr_c,R00195
DAPE,Diaminopimelate epimerase,26dap_LL_c <-> 26dap__M_c,R02735
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c <-> db4p_c + for_c + h_c,R07281
DBTS,Dethiobiotin synthase,atp_c + co2_c + dann_c <-> adp_c + dtbt_c + 3.0 h_c + pi_c,R03182
DDGALK,2-dehydro-3-deoxygalactonokinase,2dh3dgal_c + atp_c <-> 2dh3dgal6p_c + adp_c + h_c,R03387
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c <-> 2dda7p_c + pi_c,R01826
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2dh3dgal6p_c <-> g3p_c + pyr_c,R01064
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c <-> 3mop_c + h2o_c,R05070
DHAPT,Dihydroxyacetone phosphotransferase,dha_c + pep_c <-> dhap_c + pyr_c,R01012
DHBS,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c <-> 23dhba_c + ppi_c,R01504
DHNPA2r,Dihydroneopterin aldolase reversible,dhnpt_c <-> 6hmhpt_c + gcald_c,R03504
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c <-> orot_c + succ_c,R01867
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <-> cbasp_c + h_c,R01993
DHPS2,Dihydropteroate synthase,4abz_c + 6hmhptpp_c <-> dhpt_c + ppi_c,R03067
DHPTDNRN,Dihydropteridine reductase (NADH),dhptdn_c + 3.0 h_c + nadh_c <-> nad_c + thptdn_c,R07354
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c <-> 3dhsk_c + h2o_c,R03084
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c <-> dhnpt_c + pi_c,R04621
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c <-> dhpmp_c + h_c + ppi_c,R04638
DOGULNR,"2,3 dioxo-L-gulonate reductase",23doguln_c + h_c + nadh_c <-> 3dhguln_c + nad_c,R02637
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c <-> adp_c + coa_c + h_c,R00130
DRPA,Deoxyribose-phosphate aldolase,2dr5p_c <-> acald_c + g3p_c,R01066
DTARTD,D(-)-tartrate dehydratase,tartr__D_c <-> h2o_c + oaa_c,R00340
DURADx,Dihydrouracil dehydrogenase (NAD),56dura_c + nad_c <-> h_c + nadh_c + ura_c,R00977
DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <-> 2dr1p_c + ura_c,R02484
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c <-> co2_c + dxyl5p_c,R05636
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),3hocoa_c <-> h2o_c + oc2coa_c,R04746
ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),3hddcoa_c <-> dd2coa_c + h2o_c,R04170
ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),3hhdcoa_c <-> h2o_c + hdd2coa_c,R04738
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,2ddg6p_c <-> g3p_c + pyr_c,R05605
EDD,6-phosphogluconate dehydratase,6pgc_c <-> 2ddg6p_c + h2o_c,R02036
EGMEACPR,Enoylglutaryl-[ACP] methyl ester reductase,egmeACP_c + h_c + nadph_c <-> gmeACP_c + nadp_c,R10118
ENO,Enolase,2pg_c <-> h2o_c + pep_c,R00658
FADRx,FAD reductase,fad_c + h_c + nadh_c <-> fadh2_c + nad_c,R09748
FALGTHLs,Formaldehyde glutathione ligase (spontaneous),fald_c + gthrd_c <-> hmgth_c,R06982
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s17bp_c <-> dhap_c + e4p_c,R01829
FCLPA,L-fuculose 1-phosphate aldolase,fc1p_c <-> dhap_c + lald__L_c,R02262
FEROpp,Ferroxidase,4.0 fe2_p + 4.0 h_p + o2_p <-> 4.0 fe3_p + 2.0 h2o_p,R00078
FFSD,Beta-fructofuranosidase,h2o_c + suc6p_c <-> fru_c + g6p_c,R03921
FLVR,Flavin reductase,h_c + nadph_c + ribflv_c <-> nadp_c + rbflvrd_c,R05707
FLVRx,Flavin reductase (NAD),h_c + nadh_c + ribflv_c <-> nad_c + rbflvrd_c,R09750
FMETTRS,Methionyl-tRNA formyltransferase,10fthf_c + mettrna_c <-> fmettrna_c + h_c + thf_c,R03940
FMNAT,FMN adenylyltransferase,atp_c + fmn_c + h_c <-> fad_c + ppi_c,R00161
FMNRx,FMN reductase,fmn_c + h_c + nadh_c <-> fmnh2_c + nad_c,R05705
FMNRx2,FMN reductase,fmn_c + h_c + nadph_c <-> fmnh2_c + nadp_c,R05706
FOMETRi,Aminomethyltransferase,5fthf_c + h_c <-> h2o_c + methf_c,R02300
FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c <-> for_c + h_c + thf_c,R00944
G2PP,Glycerol-2-phosphate phosphatase,glyc2p_c + h2o_c <-> glyc_c + pi_c,R01043
G2PPpp,Glycerol 2-phosphate phosphatase (periplasmic),glyc2p_p + h2o_p <-> glyc_p + pi_p,R01043
G3PD2,Glycerol-3-phosphate dehydrogenase (NADP),glyc3p_c + nadp_c <-> dhap_c + h_c + nadph_c,R00844
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c <-> 1pyr5c_c + h_c + h2o_c,R03314
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c <-> glu5sa_c + nadp_c + pi_c,R03313
GAL1PPpp,D-galactose 1-phosphatase,gal1p_p + h2o_p <-> gal_p + pi_p,R10622
GALCTND,Galactonate dehydratase,galctn__D_c <-> 2dh3dgal_c + h2o_c,R03033
GALKr,Galactokinase,atp_c + gal_c <-> adp_c + gal1p_c + h_c,R01092
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),g1p_c + h_c + utp_c <-> ppi_c + udpg_c,R00289
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <-> 13dpg_c + h_c + nadh_c,R01061
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c <-> fgam_c + h_c + thf_c,R04325
GCALDD,Glycolaldehyde dehydrogenase,gcald_c + h2o_c + nad_c <-> glyclt_c + 2.0 h_c + nadh_c,R01333
GGGABADr,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,ggbutal_c + h2o_c + nadp_c <-> gg4abut_c + 2.0 h_c + nadph_c,R07418
GHBDHx,Gamma-hydroxybutyrate dehydrogenase (NADH),h_c + nadh_c + sucsal_c <-> ghb_c + nad_c,R01644
GK1,Guanylate kinase (GMP:ATP),atp_c + gmp_c <-> adp_c + gdp_c,R00332
GLNTRS,Glutaminyl-tRNA synthetase,atp_c + gln__L_c + trnagln_c <-> amp_c + glntrna_c + ppi_c,R03652
GLTPD,Galactitol-1-phosphate dehydrogenase,galt1p_c + nad_c <-> h_c + nadh_c + tag6p__D_c,R05571
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c <-> adp_c + glu5p_c,R00239
GLUDy,Glutamate dehydrogenase (NADP),glu__L_c + h2o_c + nadp_c <-> akg_c + h_c + nadph_c + nh4_c,R00248
GLUN,Glutaminase,gln__L_c + h2o_c <-> glu__L_c + nh4_c,R00256
GLUTRR,Glutamyl-tRNA reductase,glutrna_c + h_c + nadph_c <-> glu1sa_c + nadp_c + trnaglu_c,R04109
GLYAT,Glycine C-acetyltransferase,accoa_c + gly_c <-> 2aobut_c + coa_c,R00371
GLYCLTDy,Glycolate dehydrogenase (NADP),glx_c + h_c + nadph_c <-> glyclt_c + nadp_c,R00465
GLYTRS,Glycyl-tRNA synthetase,atp_c + gly_c + trnagly_c <-> amp_c + glytrna_c + ppi_c,R03654
GNK,Gluconokinase,atp_c + glcn_c <-> 6pgc_c + adp_c + h_c,R01737
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_c + h2o_c <-> chol_c + glyc3p_c + h_c,R01030
GPDDA2pp,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_p + h2o_p <-> etha_p + glyc3p_p + h_p,R01470
GSPMDS,Glutathionylspermidine synthetase,atp_c + gthrd_c + spmd_c <-> adp_c + gtspmd_c + h_c + pi_c,R01917
GTHPi,Glutathione peridoxase,2.0 gthrd_c + h2o2_c <-> gthox_c + 2.0 h2o_c,R00274
GTHRDHpp,Glutathione hydralase (periplasmic),gthrd_p + h2o_p <-> cgly_p + glu__L_p,R00494
GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",gdptp_c + h2o_c <-> h_c + pi_c + ppgpp_c,R03409
GUACYC,Guanylate cyclase,gtp_c <-> 35cgmp_c + ppi_c,R00434
GUAD,Guanine deaminase,gua_c + h_c + h2o_c <-> nh4_c + xan_c,R01676
HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),aacoa_c + h_c + nadh_c <-> 3hbcoa_c + nad_c,R01975
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <-> 3hhcoa_c + nad_c,R04748
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3oocoa_c + h_c + nadh_c <-> 3hocoa_c + nad_c,R04745
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3otdcoa_c + h_c + nadh_c <-> 3htdcoa_c + nad_c,R04739
HADPCOADH3,3-hydroxyadipyl-CoA dehydrogenase (NAD+),3hadpcoa_c + nad_c <-> h_c + nadh_c + oxadpcoa_c,R06941
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <-> h_c + hco3_c,R00132; R10092
HETZK,Hydroxyethylthiazole kinase,4mhetz_c + atp_c <-> 4mpetz_c + adp_c + h_c,R04448
HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c <-> adp_c + g6p_c + h_c,R00299
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c <-> adp_c + f6p_c + h_c,R00867
HISTP,Histidinol-phosphatase,h2o_c + hisp_c <-> histd_c + pi_c,R03013
HISTRS,Histidyl-tRNA synthetase,atp_c + his__L_c + trnahis_c <-> amp_c + histrna_c + ppi_c,R03655
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c + atp_c <-> 6hmhptpp_c + amp_c + h_c,R03503
HPYRI,Hydroxypyruvate isomerase,hpyr_c <-> 2h3oppan_c,R01394
HPYRRy,Hydroxypyruvate reductase (NADPH),h_c + hpyr_c + nadph_c <-> glyc__R_c + nadp_c,R01392
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <-> aspsa_c + h_c + nadph_c,R01775
HXAND,Hypoxanthine dehydrogenase,h2o_c + hxan_c + nad_c <-> h_c + nadh_c + xan_c,R01768
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c <-> imp_c + ppi_c,R01132
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <-> akg_c + co2_c + nadph_c,R00267
ICHORT,Isochorismatase,h2o_c + ichor_c <-> 23ddhb_c + pyr_c,R03037
ICL,Isocitrate lyase,icit_c <-> glx_c + succ_c,R00479
ILETRS,Isoleucyl-tRNA synthetase,atp_c + ile__L_c + trnaile_c <-> amp_c + iletrna_c + ppi_c,R03656
IMPC,IMP cyclohydrolase,h2o_c + imp_c <-> fprica_c,R01127
INSH,Inosine hydrolase,h2o_c + ins_c <-> hxan_c + rib__D_c,R01770
IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c <-> dmpp_c,R01123
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <-> alac__S_c + h_c + nadph_c,R04439
KAS14,Beta-ketoacyl-ACP synthase,acACP_c + h_c + malACP_c <-> ACP_c + actACP_c + co2_c,R04355
KAS15,Beta-ketoacyl-ACP synthase (2),accoa_c + h_c + malACP_c <-> actACP_c + co2_c + coa_c,R10707
KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,ara5p_c + h2o_c + pep_c <-> kdo8p_c + pi_c,R03254
KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,3dhgulnp_c + h_c <-> co2_c + xu5p__L_c,R07125
LACZpp,B-galactosidase,h2o_p + lcts_p <-> gal_p + glc__D_p,R01100; R06114
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c <-> lald__D_c + nad_c,R02527
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadh_c <-> 12ppd__R_c + nad_c,R03080
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadh_c <-> 12ppd__S_c + nad_c,R02258
LDH_D,D-lactate dehydrogenase,lac__D_c + nad_c <-> h_c + nadh_c + pyr_c,R00704
LPADSS,Lipid A disaccaride synthase,lipidX_c + u23ga_c <-> h_c + lipidAds_c + udp_c,R04606
LSERDHr,L-serine dehydrogenase,nadp_c + ser__L_c <-> 2amsa_c + h_c + nadph_c,R06126
LYSDC,Lysine decarboxylase,h_c + lys__L_c <-> 15dap_c + co2_c,R00462
LYXI,Lyxose isomerase,lyx__L_c <-> xylu__L_c,R01906
M1PD,Mannitol-1-phosphate 5-dehydrogenase,mnl1p_c + nad_c <-> f6p_c + h_c + nadh_c,R02703
MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),mal__D_c + nad_c <-> co2_c + nadh_c + pyr_c,R00215
MALTATr,Maltose O-acetyltransferase,accoa_c + malt_c <-> acmalt_c + coa_c,R01556; R06251
MAN6PI,Mannose-6-phosphate isomerase,man6p_c <-> f6p_c,R01819
MANAO,Mannonate oxidoreductase,mana_c + nad_c <-> fruur_c + h_c + nadh_c,R02454
MCITD,2-methylcitrate dehydratase,2mcit_c <-> 2mcacn_c + h2o_c,R04424
MCITL2,Methylisocitrate lyase,micit_c <-> pyr_c + succ_c,R00409
MCITS,2-methylcitrate synthase,h2o_c + oaa_c + ppcoa_c <-> 2mcit_c + coa_c + h_c,R00931
MCOATA,Malonyl-CoA-ACP transacylase,ACP_c + malcoa_c <-> coa_c + malACP_c,R01626
MCPST,3-mercaptopyruvate sulfurtransferase,cyan_c + mercppyr_c <-> h_c + pyr_c + tcynt_c,R03106
MDH,Malate dehydrogenase,mal__L_c + nad_c <-> h_c + nadh_c + oaa_c,R00342
ME2,Malic enzyme (NADP),mal__L_c + nadp_c <-> co2_c + nadph_c + pyr_c,R00216
METS,Methionine synthase,5mthf_c + hcys__L_c <-> h_c + met__L_c + thf_c,R00946
METSOXR1,L-methionine-S-oxide reductase,metsox_S__L_c + trdrd_c <-> h2o_c + met__L_c + trdox_c,R02025
METSOXR2,L-methionine-R-sulfoxide reductase,metsox_R__L_c + trdrd_c <-> h2o_c + met__L_c + trdox_c,R07608
MI1PP,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c <-> inost_c + pi_c,R01185
MICITDr,2-methylisocitrate dehydratase,2mcacn_c + h2o_c <-> micit_c,R04425
MNNH,D-mannonate hydrolyase,mana_c <-> 2ddglcn_c + h2o_c,R05606
MOAT2,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + kdolipid4_c <-> cmp_c + h_c + kdo2lipid4_c,R05074; R06285
MPTAT,Molybdopterin adenylyltransferase,atp_c + h_c + mpt_c <-> mptamp_c + ppi_c,R09726
MTHFC,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <-> 10fthf_c + h_c,R01655
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <-> methf_c + nadph_c,R01220
NADDP,NAD diphosphatase,h2o_c + nad_c <-> amp_c + 2.0 h_c + nmn_c,R00103
NADN,NAD nucleosidase,h2o_c + nad_c <-> adprib_c + h_c + ncam_c,R00102
NADPPPS,NADP phosphatase,h2o_c + nadp_c <-> nad_c + pi_c,R00118
NADS1,NAD synthase (nh3),atp_c + dnad_c + nh4_c <-> amp_c + h_c + nad_c + ppi_c,R00189
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,atp_c + h2o_c + nac_c + prpp_c <-> adp_c + nicrnt_c + pi_c + ppi_c,R01724
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),atp_c + dtdp_c <-> adp_c + dttp_c,R02093
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <-> adp_c + dctp_c,R02326
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <-> adp_c + datp_c,R01137
NHFRBO,NADH:flavorubredoxin oxidoreductase,h_c + nadh_c + 2.0 no_c <-> h2o_c + n2o_c + nad_c,R02492
NMNAT,Nicotinamide-nucleotide adenylyltransferase,atp_c + h_c + nmn_c <-> nad_c + ppi_c,R00137
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,dmbzid_c + nicrnt_c <-> 5prdmbz_c + h_c + nac_c,R04148
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),2.0 h_c + prpp_c + quln_c <-> co2_c + nicrnt_c + ppi_c,R03348
NODOx,Nitric oxide dioxygenase,nadh_c + 2.0 no_c + 2.0 o2_c <-> h_c + nad_c + 2.0 no3_c,R05724
NODOy,Nitric oxide dioxygenase,nadph_c + 2.0 no_c + 2.0 o2_c <-> h_c + nadp_c + 2.0 no3_c,R05725
NTD1,5'-nucleotidase (dUMP),dump_c + h2o_c <-> duri_c + pi_c,R02102
NTD11,5'-nucleotidase (IMP),h2o_c + imp_c <-> ins_c + pi_c,R01126
NTD1pp,5'-nucleotidase (dUMP),dump_p + h2o_p <-> duri_p + pi_p,R02102
NTD2pp,5'-nucleotidase (UMP),h2o_p + ump_p <-> pi_p + uri_p,R00963
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c <-> dcyt_c + pi_c,R01664
NTD3pp,5'-nucleotidase (dCMP),dcmp_p + h2o_p <-> dcyt_p + pi_p,R01664
NTD5pp,5'-nucleotidase (dTMP),dtmp_p + h2o_p <-> pi_p + thymd_p,R01569
NTP3,Nucleoside-triphosphatase (GTP),gtp_c + h2o_c <-> gdp_c + h_c + pi_c,R00335
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c + h2o_c <-> dimp_c + h_c + ppi_c,R03531
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),h2o_c + xtp_c <-> h_c + ppi_c + xmp_c,R02720
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c <-> gmp_c + h_c + ppi_c,R00426
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),ctp_c + h2o_c <-> cmp_c + h_c + ppi_c,R00515
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),h2o_c + itp_c <-> h_c + imp_c + ppi_c,R00720
OAADC,Oxaloacetate decarboxylase,h_c + oaa_c <-> co2_c + pyr_c,R00217
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c <-> citr__L_c + h_c + pi_c,R01398
OGMEACPD,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,hgmeACP_c <-> egmeACP_c + h2o_c,R10117
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <-> akg_c + phthr_c,R05085
OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c <-> co2_c + ump_c,R00965
OPMEACPD,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,hpmeACP_c <-> epmeACP_c + h2o_c,R10121
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <-> orot_c + prpp_c,R01870
OXAMTC,Oxamate transcarbamoylase,oxur_c + pi_c <-> cbp_c + oxam_c,R02937
OXCDC,Oxalyl-CoA decarboxylase,h_c + oxalcoa_c <-> co2_c + forcoa_c,R01908
PACCOAL,Phenylacetate-CoA ligase,atp_c + coa_c + pac_c <-> amp_c + phaccoa_c + ppi_c,R02539
PDH,Pyruvate dehydrogenase,coa_c + nad_c + pyr_c <-> accoa_c + co2_c + nadh_c,R00209
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c <-> h2o2_c + pydx5p_c,R00278
PDXPP,Pyridoxine 5-phosphate phosphatase,h2o_c + pdx5p_c <-> pi_c + pydxn_c,R01911
PEAMNOpp,Phenethylamine oxidase,h2o_p + o2_p + peamn_p <-> h2o2_p + nh4_p + pacald_p,R02613
PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <-> h_c + nadh_c + ohpb_c,R04210
PFK_2,Phosphofructokinase,atp_c + tag6p__D_c <-> adp_c + h_c + tagdp__D_c,R03236
PFK_3,Phosphofructokinase (s7p),atp_c + s7p_c <-> adp_c + h_c + s17bp_c,R01843
PFL,Pyruvate formate lyase,coa_c + pyr_c <-> accoa_c + for_c,R00212
PGK,Phosphoglycerate kinase,3pg_c + atp_c <-> 13dpg_c + adp_c,R01512
PGM,Phosphoglycerate mutase,2pg_c <-> 3pg_c,R01518
PGMT,Phosphoglucomutase,g1p_c <-> g6p_c,R08639
PHETRS,Phenylalanyl-tRNA synthetase,atp_c + phe__L_c + trnaphe_c <-> amp_c + phetrna_c + ppi_c,R03660
PMANM,Phosphomannomutase,man1p_c <-> man6p_c,R01818
PPA,Inorganic diphosphatase,h2o_c + ppi_c <-> h_c + 2.0 pi_c,R00004
PPA2,Inorganic triphosphatase,h2o_c + pppi_c <-> h_c + pi_c + ppi_c,R00138
PPGPPDP,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",h2o_c + ppgpp_c <-> gdp_c + ppi_c,R00336
PPM2,Phosphopentomutase 2 (deoxyribose),2dr1p_c <-> 2dr5p_c,R02749
PPNCL2,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c <-> 4ppcys_c + cmp_c + h_c + ppi_c,R04231
PPND,Prephenate dehydrogenase,nad_c + pphn_c <-> 34hpp_c + co2_c + nadh_c,R01728
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c <-> prfp_c,R04037
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c <-> 25aics_c + adp_c + h_c + pi_c,R04591
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c <-> prlp_c,R04640
PROD2,Proline dehydrogenase,fad_c + pro__L_c <-> 1pyr5c_c + fadh2_c + h_c,R10507
PROTRS,Prolyl-tRNA synthetase,atp_c + pro__L_c + trnapro_c <-> amp_c + ppi_c + protrna_c,R03661
PSP_Lpp,Phospho-L-serine phosphatase (periplasmic),h2o_p + pser__L_p <-> pi_p + ser__L_p,R00582
PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c <-> dpcoa_c + ppi_c,R03035
PTRCTA,Putrescine Transaminase,akg_c + ptrc_c <-> 4abutn_c + glu__L_c,R01155
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <-> 2dr1p_c + ade_c,R02557
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <-> 2dr1p_c + hxan_c,R02748
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <-> r1p_c + xan_c,R02297
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,h2o_c + o2_c + pyam5p_c <-> h2o2_c + nh4_c + pydx5p_c,R00277
PYDAMK,Pyridoxamine kinase,atp_c + pydam_c <-> adp_c + h_c + pyam5p_c,R02493
PYDXK,Pyridoxal kinase,atp_c + pydx_c <-> adp_c + h_c + pydx5p_c,R00174
PYDXNK,Pyridoxine kinase,atp_c + pydxn_c <-> adp_c + h_c + pdx5p_c,R01909
PYDXPP,Pyridoxal 5-phosphate phosphatase,h2o_c + pydx5p_c <-> pi_c + pydx_c,R00173
QUINDH,Quinate dehydrogenase,nad_c + quin_c <-> 3dhq_c + 2.0 h_c + nadh_c,R01872
QULNS,Quinolinate synthase,dhap_c + iasp_c <-> 2.0 h2o_c + pi_c + quln_c,R04292
RBFSa,Riboflavin synthase,4r5au_c + db4p_c <-> dmlz_c + 2.0 h2o_c + pi_c,R04457
RBFSb,Riboflavin synthase,2.0 dmlz_c <-> 4r5au_c + ribflv_c,R00066
RMI,L-rhamnose isomerase,rmn_c <-> rml_c,R02437
RMPA,Rhamnulose-1-phosphate aldolase,rml1p_c <-> dhap_c + lald__L_c,R02263
RNDR1,Ribonucleoside-diphosphate reductase (ADP),adp_c + trdrd_c <-> dadp_c + h2o_c + trdox_c,R02017
